,spectral_type,temp,metallicity,altnames,mass,magUltraviolet,magBlue,magH_nearinfared,magInfared,magJ_nearinfared,magK_nearinfared,magVisual,magL_nq_midinfared,magM_midinfared,magN_midinfared,distance,periastron,right_ascension,declination,parent_obj,child_obj,list,planet1type,planet2type,planet3type,planet4type,planet5type,planet6type,planet7type,planet8type,planet9type,proper,flags,system,radius,age,hip,hd,hr,gl
1408,,5688.0 K,0.0,"['KOI-2144', 'KIC 8260902', '2MASS J19595175+4409392', 'Gaia DR2 2076102635879020928']",0.96 M_s,,,,,,,,,,,910.996 pc,,299d57m56.424s,44d09m39.284s,System('Kepler-1118'),[Planet('Kepler-1118 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1118,Flags(),System('Kepler-1118'),0.97 R_s,,,,,
1409,,6083.0 K,0.03,"['KOI-2145', 'KIC 8381204', '2MASS J19480459+4419390', 'Gaia DR2 2078920821617340416']",1.11 M_s,,,,,,,,,,,1847.75 pc,,297d01m08.8245s,44d19m39.0625s,System('Kepler-1119'),[Planet('Kepler-1119 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1119,Flags(),System('Kepler-1119'),1.17 R_s,,,,,
1410,,5952.0 K,,"['KOI-139', 'KIC 8559644', '2MASS J19263676+4441177', 'Gaia DR2 2126569051355142656']",1.171 M_s,,,12.111,,12.412,12.11,,,,,691.04 pc,,291d39m11.4105s,44d41m17.7972s,System('Kepler-111'),"[Planet('Kepler-111 c'), Planet('Kepler-111 b')]",[],Cold Jupiter,Warm Super-Earth,,,,,,,,Kepler-111,Flags(),System('Kepler-111'),1.157 R_s,,,,,
1411,,4904.0 K,-0.04,"['KOI-2146', 'KIC 6774537', '2MASS J19233947+4217116', 'Gaia DR2 2101941434002832000']",0.78 M_s,,,,,,,,,,,626.213 pc,,290d54m52.1955s,42d17m11.7312s,System('Kepler-1120'),[Planet('Kepler-1120 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1120,Flags(),System('Kepler-1120'),0.74 R_s,,,,,
1412,,6231.0 K,0.12,"['KOI-2149', 'KIC 10617017', '2MASS J19510878+4753100', 'Gaia DR2 2086505630781210752']",1.29 M_s,,,,,,,,,,,488.806 pc,,297d47m11.547s,47d53m10.0426s,System('Kepler-1121'),[Planet('Kepler-1121 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1121,Flags(),System('Kepler-1121'),1.59 R_s,,,,,
1413,,5544.0 K,-0.03,"['KOI-2152', 'KIC 9641481', '2MASS J19130732+4620272', 'Gaia DR2 2130383394629702400']",0.92 M_s,,,,,,,,,,,1275.35 pc,,288d16m50.046s,46d20m27.1432s,System('Kepler-1122'),[Planet('Kepler-1122 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1122,Flags(),System('Kepler-1122'),0.89 R_s,,,,,
1414,,5500.0 K,0.05,"['KOI-2155', 'KIC 12116380', '2MASS J19380424+5040134', 'Gaia DR2 2135239112857020032']",0.93 M_s,,,,,,,,,,,718.804 pc,,294d31m03.5955s,50d40m13.4091s,System('Kepler-1123'),[Planet('Kepler-1123 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1123,Flags(),System('Kepler-1123'),0.9 R_s,,,,,
1415,,3658.0 K,-0.59,"['KOI-2156', 'KIC 2556650', '2MASS J19062262+3753285', 'Gaia DR2 2099183583961614208']",0.35 M_s,,,,,,,,,,,292.287 pc,,286d35m39.3255s,37d53m28.5233s,System('Kepler-1124'),[Planet('Kepler-1124 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1124,Flags(),System('Kepler-1124'),0.34 R_s,,,,,
1416,,5683.0 K,-0.09,"['KOI-2160', 'KIC 5546761', '2MASS J19415549+4043551', 'Gaia DR2 2076598687419100800']",0.95 M_s,,,,,,,,,,,,,295d28m52.4145s,40d43m55.143s,System('Kepler-1125'),[Planet('Kepler-1125 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1125,Flags(timated magV'),System('Kepler-1125'),0.94 R_s,,,,,
1417,,5798.0 K,-0.26,"['KOI-2162', 'KIC 9205938', '2MASS J19024607+4541218', 'Gaia DR2 2106496607595412480']",0.92 M_s,,,,,,,,,,,647.585 pc,,285d41m31.2075s,45d41m21.7825s,System('Kepler-1126'),[Planet('Kepler-1126 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1126,Flags(),System('Kepler-1126'),0.93 R_s,,,,,
1418,,5664.0 K,0.04,"['KOI-2164', 'KIC 7204981', '2MASS J19325217+4243145', 'Gaia DR2 2077805263989929728']",0.97 M_s,,,,,,,,,,,862.887 pc,,293d13m02.6415s,42d43m14.4911s,System('Kepler-1127'),[Planet('Kepler-1127 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1127,Flags(),System('Kepler-1127'),0.95 R_s,,,,,
1419,,5543.0 K,0.04,"['KOI-2166', 'KIC 4370527', '2MASS J19321520+3924124', 'Gaia DR2 2053124285963894784']",0.94 M_s,,,14.01,,14.383,13.9,,,,,1116.69 pc,,293d03m47.964s,39d24m12.3974s,System('Kepler-1128'),[Planet('Kepler-1128 b')],[],Cold Neptune,,,,,,,,,Kepler-1128,Flags(),System('Kepler-1128'),0.91 R_s,,,,,
1420,,5831.0 K,-0.04,"['KOI-2167', 'KIC 6041734', '2MASS J19262507+4118336', 'Gaia DR2 2101651781408908160']",1.0 M_s,,,13.8,,14.173,13.783,,,,,1224.44 pc,,291d36m16.1505s,41d18m33.6789s,System('Kepler-1129'),"[Planet('Kepler-1129 b'), Planet('Kepler-1129 c')]",[],Cold Super-Earth,Cold Super-Earth,,,,,,,,Kepler-1129,Flags(),System('Kepler-1129'),1.0 R_s,,,,,
1421,,5544.0 K,,"['KOI-150', 'KIC 7626506', '2MASS J19475544+4312351', 'Gaia DR2 2078722600285671936']",0.946 M_s,,,12.226,,12.583,12.155,,,,,495.55 pc,,296d58m51.6075s,43d12m35.1263s,System('Kepler-112'),"[Planet('Kepler-112 b'), Planet('Kepler-112 c')]",[],Warm Super-Earth,Cold Super-Earth,,,,,,,,Kepler-112,Flags(),System('Kepler-112'),0.841 R_s,,,,,
1422,,5403.0 K,-0.06,"['KOI-2169', 'KIC 9006186', '2MASS J19004979+4523036', 'Gaia DR2 2106406069684947840']",0.9 M_s,,,,,,,,,,,251.136 pc,,285d12m26.8155s,45d23m03.6041s,System('Kepler-1130'),[Planet('Kepler-1130 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1130,Flags(),System('Kepler-1130'),0.81 R_s,,,,,
1423,,5851.0 K,0.05,"['KOI-2171', 'KIC 11410904', '2MASS J19423635+4915406', 'Gaia DR2 2134776218463088896']",1.03 M_s,,,,,,,,,,,1061.91 pc,,295d39m05.214s,49d15m40.6497s,System('Kepler-1131'),[Planet('Kepler-1131 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1131,Flags(),System('Kepler-1131'),1.04 R_s,,,,,
1424,,5298.0 K,-0.01,"['KOI-2177', 'KIC 10965588', '2MASS J19052819+4825261', 'Gaia DR2 2131151094264000640']",0.87 M_s,,,,,,,,,,,889.838 pc,,286d22m03.1545s,48d25m26.1603s,System('Kepler-1132'),[Planet('Kepler-1132 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1132,Flags(),System('Kepler-1132'),0.83 R_s,,,,,
1425,,5569.0 K,-0.02,"['KOI-2180', 'KIC 7286911', '2MASS J19331737+4252028', 'Gaia DR2 2077831239952281472']",0.93 M_s,,,,,,,,,,,769.468 pc,,293d19m20.691s,42d52m02.8844s,System('Kepler-1133'),[Planet('Kepler-1133 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1133,Flags(),System('Kepler-1133'),0.9 R_s,,,,,
1426,,5281.0 K,-0.1,"['KOI-2182', 'KIC 6962109', '2MASS J19421631+4228418', 'Gaia DR2 2077892640805120128']",0.84 M_s,,,,,,,,,,,969.556 pc,,295d34m04.791s,42d28m41.7838s,System('Kepler-1134'),[Planet('Kepler-1134 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1134,Flags(),System('Kepler-1134'),0.81 R_s,,,,,
1427,,5656.0 K,0.02,"['KOI-2185', 'KIC 8611781', '2MASS J19040071+4445237', 'Gaia DR2 2106306082845810048']",0.96 M_s,,,,,,,,,,,1366.49 pc,,286d00m10.68s,44d45m23.7126s,System('Kepler-1135'),[Planet('Kepler-1135 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1135,Flags(),System('Kepler-1135'),0.94 R_s,,,,,
1428,,4512.0 K,0.03,"['KOI-2193', 'KIC 8282651', '2MASS J18562587+4414449', 'Gaia DR2 2106617691313437568']",0.72 M_s,,,,,,,,,,,498.306 pc,,284d06m27.9675s,44d14m44.9907s,System('Kepler-1136'),[Planet('Kepler-1136 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1136,Flags(),System('Kepler-1136'),0.68 R_s,,,,,
1429,,6807.0 K,0.05,"['KOI-2198', 'KIC 11075429', '2MASS J19083126+4839553', 'Gaia DR2 2131213903865285760']",1.5 M_s,,,,,,,,,,,946.79 pc,,287d07m48.8175s,48d39m55.2934s,System('Kepler-1137'),[Planet('Kepler-1137 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1137,Flags(),System('Kepler-1137'),1.84 R_s,,,,,
1430,,5582.0 K,0.04,"['KOI-2200', 'KIC 10909127', '2MASS J19033581+4818262', 'Gaia DR2 2131896494426821760']",0.95 M_s,,,13.775,,14.13,13.75,,,,,894.454 pc,,285d53m57.2925s,48d18m26.2511s,System('Kepler-1138'),[Planet('Kepler-1138 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1138,Flags(),System('Kepler-1138'),0.92 R_s,,,,,
1431,,5550.0 K,0.05,"['KOI-2202', 'KIC 4144576', '2MASS J19114694+3913500', 'Gaia DR2 2099735057762220288']",0.94 M_s,,,12.35,,12.748,12.339,,,,,502.285 pc,,287d56m44.205s,39d13m50.0008s,System('Kepler-1139'),[Planet('Kepler-1139 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1139,Flags(),System('Kepler-1139'),0.91 R_s,,,,,
1432,,4725.0 K,0.05,"['KOI-153', 'KIC 12252424', '2MASS J19115949+5056395', 'Gaia DR2 2133369840008452224']",0.75 M_s,,,11.36,,11.886,11.255,,,,,255.9 pc,,287d59m52.4835s,50d56m39.6675s,System('Kepler-113'),"[Planet('Kepler-113 c'), Planet('Kepler-113 b')]",[],Cold Super-Earth,Warm Neptune,,,,,,,,Kepler-113,Flags(),System('Kepler-113'),0.69 R_s,6.89 Gyr,,,,
1433,,4850.0 K,-0.08,"['KOI-2205', 'KIC 9992325', '2MASS J18464655+4656472', 'Gaia DR2 2119201533172444160']",0.76 M_s,,,,,,,,,,,668.986 pc,,281d41m38.403s,46d56m47.2934s,System('Kepler-1140'),[Planet('Kepler-1140 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1140,Flags(),System('Kepler-1140'),0.73 R_s,,,,,
1434,,5791.0 K,0.04,"['KOI-2208', 'KIC 10531955', '2MASS J19221047+4743331', 'Gaia DR2 2129369095153280000']",1.01 M_s,,,,,,,,,,,398.137 pc,,290d32m37.05s,47d43m33.1758s,System('Kepler-1141'),[Planet('Kepler-1141 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1141,Flags(),System('Kepler-1141'),1.07 R_s,,,,,
1435,,5685.0 K,0.02,"['KOI-2209', 'KIC 8168187', '2MASS J19305146+4404564', 'Gaia DR2 2126342380162345344']",0.97 M_s,,,,,,,,,,,1321.53 pc,,292d42m52.017s,44d04m56.401s,System('Kepler-1142'),[Planet('Kepler-1142 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1142,Flags(),System('Kepler-1142'),0.96 R_s,,,,,
1436,,5053.0 K,-0.06,"['KOI-2210', 'KIC 4142847', '2MASS J19091267+3917228', 'Gaia DR2 2100405381897402496']",0.81 M_s,,,,,,,,,,,564.111 pc,,287d18m10.0965s,39d17m22.859s,System('Kepler-1143'),"[Planet('Kepler-1143 b'), Planet('Kepler-1143 c')]",[],Warm Super-Earth,Cold Neptune,,,,,,,,Kepler-1143,Flags(),System('Kepler-1143'),0.77 R_s,,,,,
1437,,5753.0 K,-0.03,"['KOI-2212', 'KIC 10203349', '2MASS J19201039+4715287', 'Gaia DR2 2127863623217139328']",0.98 M_s,,,,,,,,,,,1178.97 pc,,290d02m35.814s,47d15m28.6739s,System('Kepler-1144'),[Planet('Kepler-1144 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1144,Flags(),System('Kepler-1144'),0.96 R_s,,,,,
1438,,5064.0 K,-0.13,"['KOI-2213', 'KIC 7457296', '2MASS J19411395+4302398', 'Gaia DR2 2078012796808952832']",0.79 M_s,,,,,,,,,,,705.667 pc,,295d18m29.2545s,43d02m39.7613s,System('Kepler-1145'),[Planet('Kepler-1145 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1145,Flags(),System('Kepler-1145'),0.75 R_s,,,,,
1439,,4692.0 K,-0.06,"['KOI-2214', 'KIC 10328458', '2MASS J19065198+4725322', 'Gaia DR2 2130684695175070848']",0.74 M_s,,,,,,,,,,,717.206 pc,,286d42m59.919s,47d25m32.2655s,System('Kepler-1146'),[Planet('Kepler-1146 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1146,Flags(),System('Kepler-1146'),0.7 R_s,,,,,
1440,,5941.0 K,0.11,"['KOI-2221', 'KIC 6287313', '2MASS J19301140+4138346', 'Gaia DR2 2053636452223709696']",1.09 M_s,,,,,,,,,,,1737.92 pc,,292d32m51.045s,41d38m34.6034s,System('Kepler-1147'),[Planet('Kepler-1147 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1147,Flags(),System('Kepler-1147'),1.14 R_s,,,,,
1441,,5054.0 K,-0.02,"['KOI-2223', 'KIC 9278725', '2MASS J19234885+4543103', 'Gaia DR2 2127431274629643008']",0.81 M_s,,,13.301,,13.8,13.201,,,,,637.024 pc,,290d57m12.849s,45d43m10.3507s,System('Kepler-1148'),[Planet('Kepler-1148 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1148,Flags(),System('Kepler-1148'),0.77 R_s,,,,,
1442,,5833.0 K,0.02,"['KOI-2224', 'KIC 8892157', '2MASS J19364542+4509056', 'Gaia DR2 2079920140245373184']",1.02 M_s,,,,,,,,,,,1260.56 pc,,294d11m21.1785s,45d09m05.6789s,System('Kepler-1149'),[Planet('Kepler-1149 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1149,Flags(),System('Kepler-1149'),1.01 R_s,,,,,
1443,,4605.0 K,,"['KOI-156', 'KIC 10925104', '2MASS J19362914+4820582', 'Gaia DR2 2128939873302216320']",0.709 M_s,,,11.469,,12.035,11.366,,,,,267.07 pc,,294d07m17.0355s,48d20m58.291s,System('Kepler-114'),"[Planet('Kepler-114 c'), Planet('Kepler-114 b'), Planet('Kepler-114 d')]",[],Cold Super-Earth,Cold Super-Earth,Cold Super-Earth,,,,,,,Kepler-114,Flags(),System('Kepler-114'),0.667 R_s,,,,,
1444,,4754.0 K,0.01,"['KOI-2225', 'KIC 11569782', '2MASS J19465387+4931577', 'Gaia DR2 2086853351332014976']",0.76 M_s,,,,,,,,,,,362.253 pc,,296d43m28.173s,49d31m57.6658s,System('Kepler-1150'),[Planet('Kepler-1150 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1150,Flags(),System('Kepler-1150'),0.72 R_s,,,,,
1445,,5470.0 K,-0.11,"['KOI-2227', 'KIC 10600955', '2MASS J19285947+4752424', 'Gaia DR2 2129254333627658112']",0.88 M_s,,,,,,,,,,,695.991 pc,,292d14m51.9615s,47d52m42.36s,System('Kepler-1151'),[Planet('Kepler-1151 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1151,Flags(),System('Kepler-1151'),0.85 R_s,,,,,
1446,,3964.0 K,-0.25,"['KOI-2238', 'KIC 8229458', '2MASS J19214416+4406275', 'Gaia DR2 2126870351901388672']",0.55 M_s,,,,,,,,,,,216.577 pc,,290d26m02.571s,44d06m27.5783s,System('Kepler-1152'),[Planet('Kepler-1152 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1152,Flags(),System('Kepler-1152'),0.53 R_s,,,,,
1447,,5470.0 K,0.03,"['KOI-2242', 'KIC 9336200', '2MASS J19163533+4551582', 'Gaia DR2 2127307888808670976']",0.91 M_s,,,,,,,,,,,1155.94 pc,,289d08m49.9095s,45d51m58.1823s,System('Kepler-1153'),[Planet('Kepler-1153 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1153,Flags(),System('Kepler-1153'),0.88 R_s,,,,,
1448,,6327.0 K,0.04,"['KOI-2243', 'KIC 4770617', '2MASS J19495451+3952380', 'Gaia DR2 2073641344741406464']",1.26 M_s,,,,,,,,,,,1522.77 pc,,297d28m37.6395s,39d52m38.0867s,System('Kepler-1154'),"[Planet('Kepler-1154 b'), Planet('Kepler-1154 c')]",[],Warm Super-Earth,Warm Super-Earth,,,,,,,,Kepler-1154,Flags(),System('Kepler-1154'),1.43 R_s,,,,,
1449,,5842.0 K,0.04,"['KOI-2245', 'KIC 4454934', '2MASS J19151693+3931221', 'Gaia DR2 2099713617285398528']",1.03 M_s,,,,,,,,,,,,,288d49m14.145s,39d31m22.1971s,System('Kepler-1155'),[Planet('Kepler-1155 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1155,Flags(timated magV'),System('Kepler-1155'),1.03 R_s,,,,,
1450,,5778.0 K,0.02,"['KOI-2246', 'KIC 9458343', '2MASS J19154176+4603274', 'Gaia DR2 2127359737653864832']",1.0 M_s,,,,,,,,,,,705.368 pc,,288d55m26.5905s,46d03m27.445s,System('Kepler-1156'),[Planet('Kepler-1156 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1156,Flags(),System('Kepler-1156'),1.0 R_s,,,,,
1451,,4679.0 K,0.05,"['KOI-2247', 'KIC 7802719', '2MASS J18522905+4331323', 'Gaia DR2 2105106687459103488']",0.76 M_s,,,,,,,,,,,345.543 pc,,283d07m15.7785s,43d31m32.3035s,System('Kepler-1157'),[Planet('Kepler-1157 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1157,Flags(),System('Kepler-1157'),0.71 R_s,,,,,
1452,,6203.0 K,0.18,"['KOI-2252', 'KIC 6206214', '2MASS J19285614+4134307', 'Gaia DR2 2101670713625146112']",1.41 M_s,,,12.352,,12.548,12.271,,,,,1550.15 pc,,292d14m02.085s,41d34m30.7182s,System('Kepler-1158'),[Planet('Kepler-1158 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1158,Flags(),System('Kepler-1158'),1.95 R_s,,,,,
1453,,6217.0 K,0.04,"['KOI-2253', 'KIC 8959839', '2MASS J19370392+4512155', 'Gaia DR2 2079920552562267904']",1.19 M_s,,,13.183,,13.473,13.16,,,,,1257.23 pc,,294d15m58.821s,45d12m15.514s,System('Kepler-1159'),[Planet('Kepler-1159 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1159,Flags(),System('Kepler-1159'),1.28 R_s,,,,,
1454,,5979.0 K,,"['KOI-159', 'KIC 8972058', '2MASS J19505084+4515429', 'Gaia DR2 2079368391569401600']",1.04 M_s,,,12.028,,12.315,11.97,,,,,706.14 pc,,297d42m42.711s,45d15m42.9517s,System('Kepler-115'),"[Planet('Kepler-115 c'), Planet('Kepler-115 b')]",[],Warm Super-Earth,Warm Super-Earth,,,,,,,,Kepler-115,Flags(),System('Kepler-115'),1.205 R_s,,,,,
1455,,5519.0 K,0.01,"['KOI-2255', 'KIC 7672097', '2MASS J19113105+4321506', 'Gaia DR2 2102983496146969856']",0.92 M_s,,,14.215,,14.579,14.16,,,,,1111.36 pc,,287d52m45.789s,43d21m50.7077s,System('Kepler-1160'),[Planet('Kepler-1160 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1160,Flags(),System('Kepler-1160'),0.89 R_s,,,,,
1456,,4253.0 K,-0.35,"['KOI-2256', 'KIC 9112931', '2MASS J19561850+4526263', 'Gaia DR2 2079247239132750720']",0.59 M_s,,,,,,,,,,,556.266 pc,,299d04m37.6095s,45d26m26.2802s,System('Kepler-1161'),[Planet('Kepler-1161 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1161,Flags(),System('Kepler-1161'),0.57 R_s,,,,,
1457,,5390.0 K,-0.03,"['KOI-2257', 'KIC 9071593', '2MASS J18531011+4526028', 'Gaia DR2 2106996095111385728']",0.89 M_s,,,,,,,,,,,965.904 pc,,283d17m31.5975s,45d26m02.7095s,System('Kepler-1162'),[Planet('Kepler-1162 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1162,Flags(),System('Kepler-1162'),0.84 R_s,,,,,
1458,,6302.0 K,0.02,"['KOI-2260', 'KIC 11811193', '2MASS J19205660+5001483', 'Gaia DR2 2130026255211751808']",1.22 M_s,,,,,,,,,,,485.319 pc,,290d14m09.1575s,50d01m48.2492s,System('Kepler-1163'),[Planet('Kepler-1163 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1163,Flags(),System('Kepler-1163'),1.35 R_s,,,,,
1459,,5183.0 K,-0.03,"['KOI-2261', 'KIC 3734418', '2MASS J19100711+3853402', 'Gaia DR2 2099632837540824192']",0.85 M_s,,,12.261,,12.719,12.203,,,,,437.063 pc,,287d31m46.6935s,38d53m40.1844s,System('Kepler-1164'),[Planet('Kepler-1164 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1164,Flags(),System('Kepler-1164'),0.79 R_s,,,,,
1460,,6080.0 K,0.05,"['KOI-2263', 'KIC 8613535', '2MASS J19075310+4442298', 'Gaia DR2 2106208363750121728']",1.13 M_s,,,13.08,,13.362,13.07,,,,,1650.44 pc,,286d58m16.479s,44d42m29.7953s,System('Kepler-1165'),[Planet('Kepler-1165 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1165,Flags(),System('Kepler-1165'),1.18 R_s,,,,,
1461,,5446.0 K,-0.02,"['KOI-2264', 'KIC 12256520', '2MASS J19212364+5054102', 'Gaia DR2 2133173542823321344']",0.9 M_s,,,12.82,,13.223,12.737,,,,,646.705 pc,,290d20m54.5805s,50d54m10.2208s,System('Kepler-1166'),[Planet('Kepler-1166 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1166,Flags(),System('Kepler-1166'),0.86 R_s,,,,,
1462,,4971.0 K,-0.05,"['KOI-2266', 'KIC 10489345', '2MASS J19531265+4741384', 'Gaia DR2 2086441721667415424']",0.79 M_s,,,13.819,,14.327,13.663,,,,,839.772 pc,,298d18m09.822s,47d41m38.4472s,System('Kepler-1167'),[Planet('Kepler-1167 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1167,Flags(),System('Kepler-1167'),0.75 R_s,,,,,
1463,,5157.0 K,0.13,"['KOI-2271', 'KIC 10329469', '2MASS J19091144+4727195', 'Gaia DR2 2131048324286015104']",0.87 M_s,,,,,,,,,,,769.112 pc,,287d17m51.771s,47d27m19.5931s,System('Kepler-1168'),[Planet('Kepler-1168 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1168,Flags(),System('Kepler-1168'),0.82 R_s,,,,,
1464,,6191.0 K,0.26,"['KOI-2273', 'KIC 9717943', '2MASS J19393877+4629292', 'Gaia DR2 2080098840942920704']",1.24 M_s,,,,,,,,,,,530.786 pc,,294d54m41.6445s,46d29m29.2445s,System('Kepler-1169'),[Planet('Kepler-1169 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1169,Flags(),System('Kepler-1169'),1.23 R_s,,,,,
1465,,6142.0 K,,"['KOI-171', 'KIC 7831264', '2MASS J19385809+4332126', 'Gaia DR2 2078272831307891456']",1.206 M_s,,,12.486,,12.703,12.383,,,,,1025.72 pc,,294d44m31.473s,43d32m12.4997s,System('Kepler-116'),"[Planet('Kepler-116 b'), Planet('Kepler-116 c')]",[],Warm Neptune,Warm Super-Earth,,,,,,,,Kepler-116,Flags(),System('Kepler-116'),1.454 R_s,,,,,
1466,,5069.0 K,-0.09,"['KOI-2274', 'KIC 7960980', '2MASS J19284045+4346468', 'Gaia DR2 2125965007156694528']",0.8 M_s,,,13.99,,14.458,13.806,,,,,1082.02 pc,,292d10m06.8595s,43d46m46.7867s,System('Kepler-1170'),[Planet('Kepler-1170 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1170,Flags(),System('Kepler-1170'),0.76 R_s,,,,,
1467,,7044.0 K,-0.01,"['KOI-2276', 'KIC 3458028', '2MASS J19395014+3835296', 'Gaia DR2 2052136752727511552', 'TYC 3135-627-1']",1.58 M_s,,11.85,10.587,,10.753,10.547,11.65,,,,582.377 pc,,294d57m32.1135s,38d35m29.6896s,System('Kepler-1171'),[Planet('Kepler-1171 b')],[],Hot Super-Earth,,,,,,,,,Kepler-1171,Flags(),System('Kepler-1171'),1.95 R_s,,,,,
1468,,5558.0 K,-0.04,"['KOI-2280', 'KIC 2439243', '2MASS J19215388+3745597', 'Gaia DR2 2051103314872392192']",0.92 M_s,,,14.24,,14.62,14.14,,,,,1355.75 pc,,290d28m28.266s,37d45m59.6344s,System('Kepler-1172'),[Planet('Kepler-1172 b')],[],Cold Neptune,,,,,,,,,Kepler-1172,Flags(),System('Kepler-1172'),0.89 R_s,,,,,
1469,,5252.0 K,0.0,"['KOI-2281', 'KIC 9221517', '2MASS J19323146+4539487', 'Gaia DR2 2128039304560957952']",0.86 M_s,,,11.977,,12.416,11.884,,,,,381.199 pc,,293d07m51.948s,45d39m48.7373s,System('Kepler-1173'),[Planet('Kepler-1173 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1173,Flags(),System('Kepler-1173'),0.82 R_s,,,,,
1470,,5936.0 K,-0.04,"['KOI-2282', 'KIC 6751874', '2MASS J18471954+4217560', 'Gaia DR2 2104710176078205440']",1.04 M_s,,,12.81,,13.151,12.762,,,,,1468.43 pc,,281d49m53.2035s,42d17m56.02s,System('Kepler-1174'),[Planet('Kepler-1174 b')],[],Warm Super-Earth,,,,,,,,,Kepler-1174,Flags(),System('Kepler-1174'),1.04 R_s,,,,,
1471,,5453.0 K,-0.04,"['KOI-2285', 'KIC 9945370', '2MASS J19163424+4648464', 'Gaia DR2 2127781228564883456']",0.9 M_s,,,,,,,,,,,1157.54 pc,,289d08m33.6255s,46d48m46.3351s,System('Kepler-1175'),[Planet('Kepler-1175 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1175,Flags(),System('Kepler-1175'),0.86 R_s,,,,,
1472,,5844.0 K,-0.01,"['KOI-2286', 'KIC 8973129', '2MASS J19514073+4516269', 'Gaia DR2 2079323758268003968']",1.01 M_s,,,,,,,,,,,886.054 pc,,297d55m11.061s,45d16m26.9762s,System('Kepler-1176'),[Planet('Kepler-1176 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1176,Flags(),System('Kepler-1176'),1.02 R_s,,,,,
1473,,5712.0 K,0.02,"['KOI-2296', 'KIC 11498128', '2MASS J19064114+4924226', 'Gaia DR2 2131318426189833728']",0.98 M_s,,,,,,,,,,,1350.44 pc,,286d40m17.2815s,49d24m22.6978s,System('Kepler-1177'),[Planet('Kepler-1177 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1177,Flags(),System('Kepler-1177'),0.97 R_s,,,,,
1474,,4990.0 K,-0.05,"['KOI-2298', 'KIC 9334893', '2MASS J19134945+4548076', 'Gaia DR2 2127340290041707520']",0.8 M_s,,,,,,,,,,,489.069 pc,,288d27m21.96s,45d48m07.9201s,System('Kepler-1178'),[Planet('Kepler-1178 b')],[],Cold Super-Earth,,,,,,,,,Kepler-1178,Flags(),System('Kepler-1178'),0.75 R_s,,,,,
